"Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2017 - Anni 2017/2065"
"Anno: 2017 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
53;472460;472838;473431;474145;474837;475457;475826;
54;483442;483803;484369;485029;485678;486252;486602;
55;478376;478735;479263;479883;480501;481021;481375;
56;477530;477883;478385;478967;479553;480060;480410;
57;481949;482301;482786;483352;483914;484422;484720;
58;479090;479404;479889;480436;480980;481473;481760;
59;482784;483085;483578;484116;484650;485126;485407;
60;448891;449190;449661;450189;450708;451175;451459;
61;430813;431103;431581;432093;432598;433064;433348;
62;419172;419462;419949;420458;420972;421429;421710;
63;403746;404033;404548;405052;405576;406030;406315;
64;391630;391912;392443;392956;393503;393952;394255;
65;370181;370493;371022;371549;372097;372556;372866;
66;364310;364637;365188;365738;366305;366789;367116;
67;353884;354239;354797;355379;355966;356465;356818;
68;343574;343960;344534;345150;345757;346279;346656;
69;334155;334544;335146;335800;336433;336989;337347;
70;316402;316777;317403;318075;318733;319297;319672;
71;306424;306822;307479;308186;308879;309491;309878;
72;300881;301320;302026;302783;303529;304206;304587;
73;307193;307658;308464;309315;310159;310920;311343;
74;303232;303740;304622;305548;306465;307299;307781;
75;309080;309641;310632;311685;312714;313675;314192;
76;295347;295926;296985;298117;299211;300234;300812;
77;286190;286831;287978;289199;290380;291501;292119;
78;213344;213879;214849;215882;216882;217827;218350;
79;211214;211835;212876;214036;215152;216191;216771;
80;202630;203321;204460;205711;206929;208052;208695;
81;191411;192153;193391;194733;196049;197239;197959;
82;181239;182036;183383;184835;186254;187532;188324;
83;186119;187057;188653;190361;192041;193535;194461;
84;169863;170844;172494;174290;176051;177627;178582;
85;150108;151079;152751;154570;156351;157965;158925;
86;125117;126033;127635;129370;131071;132620;133543;
87;103507;104367;105887;107531;109147;110622;111498;
88;92512;93377;94934;96620;98292;99796;100687;
89;76527;77339;78808;80404;81982;83413;84267;
90;62400;63151;64513;65999;67472;68805;69611;
91;49235;49907;51126;52461;53788;54988;55722;
92;39639;40256;41363;42583;43798;44898;45580;
93;31811;32374;33369;34477;35579;36589;37214;
94;22229;22672;23454;24328;25200;26002;26500;
95;15884;16237;16868;17574;18281;18930;19341;
96;11117;11398;11893;12452;13014;13533;13860;
97;7353;7561;7928;8345;8766;9158;9401;
98;4753;4904;5168;5472;5780;6065;6245;
99;3020;3125;3310;3525;3744;3946;4075;
100;1875;1946;2073;2221;2372;2512;2601;
101;1050;1093;1171;1262;1356;1442;1498;
102;573;599;646;701;757;810;845;
103;293;307;333;364;396;426;445;
104;95;100;110;121;132;143;150;
105;34;36;39;44;48;53;55;
106;16;17;19;21;23;26;27;
107;8;8;9;10;12;13;14;
108;4;4;4;5;6;6;7;
109;1;1;2;2;2;2;3;
110 e oltre;1;1;1;1;1;1;1;
Totale;29422720;29484129;29575647;29683614;29785509;29884539;29943467;
"Femmine"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;206072;209828;216068;223649;230746;237197;240814;
1;208425;211967;217567;224440;230835;236720;239947;
2;211171;214292;219340;225547;231266;236550;239408;
3;214039;216711;221252;226532;231701;236318;238807;
4;216524;218693;222593;227156;231527;235436;237566;
5;217861;219682;222819;226623;230121;233316;235030;
6;219486;220894;223301;226136;228850;231339;232768;
7;228107;228469;229096;229784;230481;231118;231447;
8;236561;236916;237536;238201;238876;239490;239821;
9;244860;245205;245814;246463;247112;247720;248049;
10;250038;250367;250963;251600;252233;252828;253145;
11;261318;261635;262214;262837;263460;264036;264345;
12;266457;266774;267338;267947;268559;269123;269425;
13;273686;273983;274538;275135;275730;276288;276581;
14;278375;278663;279206;279793;280368;280912;281213;
15;282207;282489;283020;283602;284169;284702;285008;
16;280714;280987;281523;282091;282661;283191;283482;
17;280854;281139;281686;282256;282832;283375;283666;
18;279245;279558;280110;280729;281332;281901;282222;
19;283870;284222;284820;285520;286198;286831;287166;
20;282704;283122;283822;284632;285437;286160;286543;
21;282722;283230;284050;285026;285986;286885;287324;
22;286981;287575;288547;289721;290861;291947;292482;
23;293393;294082;295235;296615;297963;299238;299871;
24;291289;292096;293416;295004;296552;298025;298744;
25;293069;293992;295480;297253;299008;300628;301414;
26;294546;295564;297184;299106;301017;302740;303620;
27;296505;297545;299319;301341;303362;305163;306134;
28;296729;297765;299581;301698;303769;305673;306683;
29;300951;302022;303897;306030;308101;310051;311136;
30;308479;309498;311446;313516;315584;317546;318627;
31;320547;321540;323491;325518;327581;329498;330548;
32;320207;321159;323050;325045;327047;328918;329938;
33;325723;326668;328462;330418;332332;334124;335157;
34;326519;327433;329157;331029;332854;334590;335554;
35;334061;334938;336594;338376;340136;341786;342671;
36;328584;329428;330987;332687;334376;335942;336777;
37;330702;331527;332995;334620;336227;337712;338504;
38;342061;342846;344252;345789;347312;348730;349488;
39;348079;348830;350172;351630;353079;354426;355152;
40;353965;354685;355958;357353;358739;360018;360705;
41;366809;367467;368696;370027;371352;372571;373215;
42;370417;371053;372226;373497;374756;375925;376553;
43;378334;378941;380064;381283;382483;383596;384228;
44;391567;392163;393245;394402;395553;396625;397215;
45;411729;412282;413309;414426;415521;416564;417146;
46;425750;426272;427275;428349;429404;430417;430960;
47;444355;444852;445819;446859;447863;448852;449364;
48;464905;465375;466288;467295;468256;469220;469697;
49;483665;484137;484995;485976;486904;487823;488301;
50;481273;481749;482556;483512;484409;485301;485760;
51;485248;485702;486481;487403;488266;489128;489564;
52;491604;492030;492784;493673;494507;495340;495755;
53;486409;486809;487531;488391;489214;489997;490402;
54;499933;500341;501028;501866;502662;503415;503816;
55;496391;496772;497446;498254;499027;499752;500135;
56;498920;499306;499951;500722;501465;502162;502541;
57;500426;500801;501422;502163;502877;503529;503916;
58;498911;499261;499856;500572;501247;501878;502247;
59;505088;505421;506002;506696;507350;507973;508288;
60;475623;475946;476496;477162;477778;478381;478674;
61;460017;460308;460831;461475;462072;462637;462921;
62;450340;450628;451134;451748;452325;452865;453148;
63;435568;435842;436343;436935;437504;438015;438291;
64;424093;424362;424872;425443;426003;426482;426770;
65;405306;405559;406052;406615;407151;407625;407917;
66;399721;399981;400474;401040;401569;402064;402337;
67;390132;390402;390885;391460;392002;392485;392765;
68;381290;381552;382059;382638;383188;383695;383968;
69;374348;374626;375156;375748;376323;376840;377129;
70;354005;354297;354830;355432;356013;356545;356824;
71;347319;347633;348189;348832;349444;350002;350293;
72;343838;344186;344796;345482;346143;346735;347043;
73;353259;353661;354339;355112;355859;356522;356875;
74;351775;352233;352977;353824;354645;355361;355763;
75;363819;364362;365231;366187;367133;367933;368434;
76;351231;351805;352752;353788;354797;355683;356229;
77;346891;347523;348578;349726;350856;351838;352457;
78;264015;264562;265477;266481;267464;268326;268869;
79;267106;267751;268795;269947;271087;272060;272660;
80;264503;265232;266443;267750;269049;270150;270842;
81;256037;256859;258232;259693;261158;262390;263161;
82;249896;250842;252406;254057;255726;257119;257970;
83;264755;265886;267852;269887;271950;273682;274733;
84;248639;249885;252026;254260;256512;258422;259579;
85;229398;230747;233047;235457;237880;239948;241227;
86;199255;200632;202966;205421;207896;210004;211327;
87;174233;175642;178030;180555;183093;185267;186642;
88;162669;164207;166810;169583;172361;174755;176304;
89;142246;143836;146498;149341;152202;154667;156275;
90;122052;123653;126324;129186;132083;134572;136198;
91;102923;104497;107115;109938;112806;115273;116878;
92;87315;88872;91448;94240;97085;99551;101138;
93;75325;76872;79438;82235;85087;87570;89170;
94;55809;57123;59313;61707;64158;66302;67685;
95;43364;44537;46490;48641;50852;52801;54042;
96;32641;33654;35335;37205;39131;40848;41928;
97;23447;24275;25654;27199;28797;30231;31137;
98;16416;17071;18169;19408;20694;21856;22596;
99;11043;11541;12375;13325;14315;15216;15795;
100;7240;7605;8218;8922;9661;10339;10777;
101;4430;4677;5095;5579;6092;6565;6874;
102;2601;2761;3033;3351;3690;4005;4213;
103;1424;1520;1684;1878;2087;2284;2413;
104;497;534;597;673;755;833;884;
105;188;203;229;261;295;329;351;
106;97;105;120;138;158;178;191;
107;49;54;62;73;84;96;103;
108;26;29;34;40;47;54;59;
109;11;12;14;17;20;24;26;
110 e oltre;5;6;7;9;11;13;14;
Totale;30639702;30686065;30779717;30878918;30974512;31067600;31122356;
"Totale"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;425209;432994;445807;461459;476103;489400;496858;
1;430796;438030;449591;463760;476940;489151;495698;
2;437128;443569;453844;466701;478555;489419;495283;
3;443622;449040;458424;469387;480090;489573;494760;
4;449266;453839;461744;471324;480406;488407;492863;
5;452781;456667;462935;470876;478090;484769;488392;
6;456712;459662;464565;470524;476181;481403;484304;
7;472852;473668;475160;476771;478381;479883;480683;
8;490828;491615;493083;494660;496214;497702;498488;
9;507996;508752;510174;511729;513239;514679;515485;
10;518047;518783;520181;521699;523190;524585;525383;
11;541424;542119;543506;544981;546453;547833;548586;
12;552528;553228;554599;556030;557482;558827;559573;
13;568094;568796;570142;571548;572975;574309;575032;
14;577609;578300;579620;581025;582425;583755;584479;
15;584681;585399;586681;588116;589516;590847;591579;
16;583103;583829;585117;586584;588022;589349;590075;
17;584758;585507;586837;588359;589864;591226;591963;
18;582386;583219;584628;586252;587868;589314;590096;
19;589893;590818;592346;594161;595955;597593;598415;
20;587734;588779;590507;592556;594569;596475;597398;
21;587470;588643;590629;593002;595311;597516;598621;
22;596667;598033;600341;603097;605785;608337;609627;
23;610732;612304;614956;618123;621210;624144;625629;
24;605397;607191;610199;613783;617281;620613;622260;
25;614100;616161;619518;623515;627441;631151;632933;
26;619528;621771;625467;629851;634192;638138;640129;
27;624073;626472;630463;635143;639786;643947;646144;
28;625093;627610;631887;636768;641653;645987;648346;
29;632106;634604;639021;644107;649113;653654;656126;
30;644582;647124;651638;656781;661833;666477;669034;
31;669046;671631;676163;681295;686288;691038;693615;
32;667106;669581;674181;679160;684095;688762;691283;
33;677961;680305;684851;689664;694476;698994;701482;
34;675500;677762;682222;686823;691513;695858;698244;
35;689116;691263;695486;699900;704401;708517;710810;
36;674863;676851;680890;685079;689357;693301;695441;
37;677067;678958;682749;686741;690768;694480;696529;
38;696503;698291;701846;705618;709378;712897;714842;
39;706820;708555;711855;715419;718930;722247;724093;
40;717195;718834;721928;725272;728559;731647;733404;
41;739689;741223;744144;747262;750341;753231;754865;
42;744239;745667;748432;751340;754231;756941;758413;
43;761560;762916;765504;768225;770934;773458;774867;
44;783628;784919;787343;789886;792424;794794;796124;
45;823690;824888;827147;829538;831922;834145;835382;
46;848885;850030;852134;854388;856629;858714;859838;
47;884407;885529;887492;889610;891714;893676;894714;
48;923916;924973;926811;928797;930771;932630;933575;
49;959667;960663;962390;964269;966120;967860;968770;
50;952578;953508;955133;956911;958662;960304;961143;
51;960783;961620;963145;964835;966495;968035;968825;
52;968731;969514;970953;972551;974125;975574;976335;
53;958911;959672;961029;962536;964028;965401;966131;
54;983460;984208;985485;986895;988294;989636;990286;
55;974875;975557;976805;978137;979481;980729;981383;
56;976574;977238;978400;979690;980958;982149;982780;
57;982563;983195;984280;985515;986729;987861;988462;
58;978164;978809;979811;981009;982163;983232;983817;
59;988075;988719;989656;990812;991921;992946;993493;
60;924744;925352;926241;927351;928406;929386;929909;
61;891064;891671;892513;893568;894577;895523;896022;
62;869766;870367;871184;872206;873176;874097;874576;
63;839609;840200;840996;841987;842925;843814;844317;
64;816059;816653;817444;818398;819317;820181;820688;
65;775903;776449;777219;778164;779058;779903;780411;
66;764471;765031;765842;766778;767671;768531;769054;
67;744530;745096;745894;746839;747745;748582;749109;
68;725481;726007;726824;727788;728702;729559;730048;
69;709190;709695;710569;711549;712486;713350;713834;
70;671130;671625;672517;673508;674435;675325;675792;
71;654565;655058;655974;657018;657973;658924;659379;
72;645690;646179;647148;648264;649286;650286;650783;
73;661555;662121;663209;664427;665572;666657;667181;
74;656261;656851;658041;659372;660611;661779;662350;
75;674378;675024;676349;677872;679291;680584;681231;
76;648202;648852;650268;651904;653422;654799;655512;
77;634880;635601;637137;638925;640594;642087;642877;
78;478878;479521;480833;482363;483811;485097;485745;
79;480085;480771;482253;483983;485614;487072;487804;
80;469136;469891;471544;473461;475277;476886;477719;
81;449672;450507;452322;454425;456428;458166;459109;
82;433654;434538;436547;438892;441121;443027;444114;
83;453925;454974;457414;460248;462920;465242;466523;
84;421710;422891;425524;428550;431404;433922;435327;
85;382834;384055;386873;390026;393034;395706;397183;
86;327617;328850;331651;334791;337849;340456;341948;
87;280857;282192;284923;288087;291155;293766;295240;
88;258464;259855;262802;266203;269515;272349;273942;
89;221903;223401;226328;229744;233100;235976;237571;
90;187412;188971;191795;195184;198511;201354;203038;
91;154887;156352;159165;162399;165618;168372;169942;
92;129481;130973;133690;136823;139956;142691;144174;
93;109441;110952;113614;116712;119815;122548;124036;
94;79840;81182;83471;86036;88696;91022;92228;
95;60719;61946;63930;66215;68602;70696;71790;
96;44936;45983;47686;49657;51715;53551;54513;
97;31654;32552;33948;35545;37226;38752;39584;
98;21793;22504;23611;24880;26228;27452;28142;
99;14510;15031;15883;16850;17890;18825;19375;
100;9421;9808;10425;11143;11918;12620;13043;
101;5673;5931;6355;6841;7373;7865;8167;
102;3291;3457;3733;4051;4401;4723;4931;
103;1784;1883;2048;2242;2458;2656;2787;
104;617;654;718;793;877;957;1007;
105;231;246;273;304;340;374;395;
106;118;126;141;159;180;200;212;
107;60;65;73;83;95;107;114;
108;32;34;39;45;53;60;64;
109;13;14;16;19;22;26;28;
110 e oltre;6;7;8;10;12;14;15;
Totale;60100327;60202192;60365571;60562533;60742898;60924694;61033178;
"Anno: 2025 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;217031;221585;228602;237450;245681;253078;257361;
